Date,Open,High,Low,Close,Adj Close,Volume
2018-06-11,2454.250000,2470.989990,2448.000000,2470.149902,2470.149902,427900
2018-06-12,2474.780029,2479.560059,2462.840088,2468.830078,2468.830078,613200
2018-06-14,2450.860107,2451.949951,2422.370117,2423.479980,2423.479980,533400
2018-06-15,2432.179932,2433.510010,2403.969971,2404.040039,2404.040039,502400
2018-06-18,2404.679932,2405.560059,2365.310059,2376.239990,2376.239990,564800
2018-06-19,2373.120117,2379.489990,2336.540039,2340.110107,2340.110107,606300
2018-06-20,2350.239990,2374.520020,2345.219971,2363.909912,2363.909912,456000
2018-06-21,2364.159912,2370.580078,2337.830078,2337.830078,2337.830078,438300
2018-06-22,2323.080078,2357.399902,2320.760010,2357.219971,2357.219971,537300
2018-06-25,2351.889893,2361.389893,2337.219971,2357.879883,2357.879883,415100
2018-06-26,2334.750000,2358.010010,2326.610107,2350.919922,2350.919922,470900
2018-06-27,2349.379883,2358.709961,2342.020020,2342.030029,2342.030029,526600
2018-06-28,2327.370117,2335.350098,2310.800049,2314.239990,2314.239990,414400
2018-06-29,2325.679932,2329.580078,2296.389893,2326.129883,2326.129883,396700
2018-07-02,2322.229980,2327.590088,2271.530029,2271.540039,2271.540039,393300
2018-07-03,2285.879883,2287.389893,2252.360107,2272.760010,2272.760010,366000
2018-07-04,2270.949951,2280.810059,2261.340088,2265.459961,2265.459961,315100
2018-07-05,2264.739990,2274.739990,2243.899902,2257.550049,2257.550049,346900
2018-07-06,2261.439941,2283.750000,2247.350098,2272.870117,2272.870117,344400
2018-07-09,2276.919922,2294.610107,2267.250000,2285.800049,2285.800049,352600
2018-07-10,2299.090088,2305.840088,2292.129883,2294.159912,2294.159912,339900
2018-07-11,2277.219971,2287.080078,2262.770020,2280.620117,2280.620117,423000
2018-07-12,2285.929932,2298.560059,2277.729980,2285.060059,2285.060059,364400
2018-07-13,2293.070068,2313.800049,2293.070068,2310.899902,2310.899902,291600
2018-07-16,2312.260010,2317.840088,2299.790039,2301.989990,2301.989990,297100
2018-07-17,2302.949951,2306.070068,2290.239990,2297.919922,2297.919922,379000
2018-07-18,2313.780029,2319.389893,2287.100098,2290.110107,2290.110107,402800
2018-07-19,2298.909912,2300.179932,2278.939941,2282.290039,2282.290039,464500
2018-07-20,2281.360107,2293.340088,2269.550049,2289.189941,2289.189941,353200
2018-07-23,2289.610107,2289.610107,2264.419922,2269.310059,2269.310059,334300
2018-07-24,2273.149902,2284.429932,2263.129883,2280.199951,2280.199951,436100
2018-07-25,2284.379883,2292.610107,2269.669922,2273.030029,2273.030029,309300
2018-07-26,2284.510010,2297.159912,2276.540039,2289.060059,2289.060059,303300
2018-07-27,2292.330078,2295.270020,2284.439941,2294.989990,2294.989990,262100
2018-07-30,2290.179932,2296.909912,2283.290039,2293.510010,2293.510010,206500
2018-07-31,2292.229980,2296.600098,2286.020020,2295.260010,2295.260010,223900
2018-08-01,2301.169922,2312.649902,2301.129883,2307.070068,2307.070068,219000
2018-08-02,2304.139893,2306.719971,2265.459961,2270.199951,2270.199951,352100
2018-08-03,2278.330078,2288.929932,2272.939941,2287.679932,2287.679932,270500
2018-08-06,2288.510010,2300.379883,2283.260010,2286.500000,2286.500000,244500
2018-08-07,2290.850098,2301.270020,2279.550049,2300.159912,2300.159912,230300
2018-08-08,2305.729980,2308.600098,2298.409912,2301.449951,2301.449951,299700
2018-08-09,2303.040039,2303.709961,2291.909912,2303.709961,2303.709961,244900
2018-08-10,2295.209961,2295.620117,2277.889893,2282.790039,2282.790039,286200
2018-08-13,2266.429932,2271.820068,2238.550049,2248.449951,2248.449951,335400
2018-08-14,2249.860107,2262.520020,2247.370117,2258.909912,2258.909912,255200
2018-08-16,2233.050049,2244.080078,2218.090088,2240.800049,2240.800049,312500
2018-08-17,2244.610107,2250.919922,2240.139893,2247.050049,2247.050049,238400
2018-08-20,2257.350098,2264.419922,2245.060059,2247.879883,2247.879883,271600
2018-08-21,2248.040039,2272.860107,2244.590088,2270.060059,2270.060059,294300
2018-08-22,2273.679932,2280.310059,2268.909912,2273.330078,2273.330078,269300
2018-08-23,2282.570068,2282.879883,2268.060059,2282.600098,2282.600098,338400
2018-08-24,2276.159912,2295.219971,2271.350098,2293.209961,2293.209961,347300
2018-08-27,2297.320068,2302.870117,2289.409912,2299.300049,2299.300049,307000
2018-08-28,2312.139893,2314.600098,2299.449951,2303.120117,2303.120117,276900
2018-08-29,2304.659912,2309.879883,2300.209961,2309.030029,2309.030029,268200
2018-08-30,2313.110107,2320.850098,2305.459961,2307.350098,2307.350098,286900
2018-08-31,2298.129883,2322.879883,2295.719971,2322.879883,2322.879883,255900
2018-09-03,2317.929932,2318.719971,2302.169922,2307.030029,2307.030029,230500
2018-09-04,2308.959961,2317.739990,2302.169922,2315.719971,2315.719971,277000
2018-09-05,2310.899902,2315.429932,2288.010010,2291.770020,2291.770020,358200
2018-09-06,2288.800049,2298.469971,2284.500000,2287.610107,2287.610107,387500
2018-09-07,2278.080078,2286.820068,2264.899902,2281.580078,2281.580078,357600
2018-09-10,2277.350098,2289.379883,2276.600098,2288.659912,2288.659912,312600
2018-09-11,2286.909912,2295.760010,2275.129883,2283.199951,2283.199951,368200
2018-09-12,2286.280029,2289.659912,2271.000000,2282.919922,2282.919922,336800
2018-09-13,2285.280029,2291.510010,2281.629883,2286.229980,2286.229980,301300
2018-09-14,2304.699951,2318.649902,2304.149902,2318.250000,2318.250000,292200
2018-09-17,2314.550049,2314.550049,2295.260010,2303.010010,2303.010010,343200
2018-09-18,2287.729980,2310.969971,2287.419922,2308.979980,2308.979980,309200
2018-09-19,2319.219971,2319.219971,2301.790039,2308.459961,2308.459961,350900
2018-09-20,2314.409912,2334.040039,2311.560059,2323.449951,2323.449951,289100
2018-09-21,2332.040039,2339.169922,2325.120117,2339.169922,2339.169922,321700
2018-09-27,2331.699951,2355.429932,2331.699951,2355.429932,2355.429932,279200
2018-09-28,2356.129883,2356.620117,2337.469971,2343.070068,2343.070068,317900
2018-10-01,2349.639893,2352.110107,2333.320068,2338.879883,2338.879883,278300
2018-10-02,2338.280029,2341.550049,2308.899902,2309.570068,2309.570068,287900
2018-10-04,2311.060059,2311.060059,2270.219971,2274.489990,2274.489990,309500
2018-10-05,2269.939941,2278.120117,2250.989990,2267.520020,2267.520020,282100
2018-10-08,2258.729980,2273.709961,2253.830078,2253.830078,2253.830078,214600
2018-10-10,2256.030029,2257.520020,2222.949951,2228.610107,2228.610107,365700
2018-10-11,2176.159912,2186.689941,2129.669922,2129.669922,2129.669922,411900
2018-10-12,2131.659912,2173.010010,2129.129883,2161.850098,2161.850098,292600
2018-10-15,2155.340088,2159.229980,2141.280029,2145.120117,2145.120117,259200
2018-10-16,2156.000000,2161.760010,2140.189941,2145.120117,2145.120117,222500
2018-10-17,2169.439941,2182.770020,2159.370117,2167.510010,2167.510010,275200
2018-10-18,2158.800049,2168.010010,2146.610107,2148.310059,2148.310059,321800
2018-10-19,2130.060059,2158.780029,2117.620117,2156.260010,2156.260010,351800
2018-10-22,2143.080078,2163.209961,2136.919922,2161.709961,2161.709961,308700
2018-10-23,2147.300049,2148.800049,2094.689941,2106.100098,2106.100098,373500
2018-10-24,2119.189941,2121.360107,2092.100098,2097.580078,2097.580078,399700
2018-10-25,2046.670044,2066.060059,2033.810059,2063.300049,2063.300049,376000
2018-10-26,2066.570068,2066.570068,2008.859985,2027.150024,2027.150024,449200
2018-10-29,2026.680054,2045.760010,1993.770020,1996.050049,1996.050049,427300
2018-10-30,1985.949951,2028.839966,1985.949951,2014.689941,2014.689941,441600
2018-10-31,2022.839966,2030.500000,2006.630005,2029.689941,2029.689941,373000
2018-11-01,2035.109985,2054.219971,2023.430054,2024.459961,2024.459961,343800
2018-11-02,2046.609985,2096.629883,2044.939941,2096.000000,2096.000000,372000
2018-11-05,2079.810059,2080.489990,2052.669922,2076.919922,2076.919922,361300
2018-11-06,2085.810059,2092.610107,2068.590088,2089.620117,2089.620117,315800
2018-11-07,2090.320068,2107.629883,2072.479980,2078.689941,2078.689941,485200
2018-11-08,2109.969971,2120.879883,2092.360107,2092.629883,2092.629883,328000
2018-11-09,2093.889893,2101.919922,2082.469971,2086.090088,2086.090088,298100
2018-11-12,2065.919922,2087.239990,2065.520020,2080.439941,2080.439941,295500
2018-11-13,2047.619995,2072.030029,2032.050049,2071.229980,2071.229980,383400
2018-11-14,2071.409912,2075.120117,2060.860107,2068.050049,2068.050049,339000
2018-11-15,null,null,null,null,null,null
2018-11-16,2097.939941,2103.110107,2086.540039,2092.399902,2092.399902,301600
2018-11-19,2096.129883,2111.389893,2089.370117,2100.560059,2100.560059,273200
2018-11-20,2074.669922,2089.540039,2074.669922,2082.580078,2082.580078,281700
2018-11-21,2057.070068,2077.489990,2049.760010,2076.550049,2076.550049,267900
2018-11-22,2079.010010,2081.750000,2066.199951,2069.949951,2069.949951,242500
2018-11-23,2073.260010,2075.909912,2047.959961,2057.479980,2057.479980,227200
2018-11-26,2060.169922,2083.959961,2060.169922,2083.020020,2083.020020,237700
2018-11-27,2091.750000,2102.290039,2079.489990,2099.419922,2099.419922,239200
2018-11-28,2104.129883,2108.649902,2094.320068,2108.219971,2108.219971,300100
2018-11-29,2133.949951,2136.739990,2108.899902,2114.100098,2114.100098,307200
2018-11-30,2116.830078,2122.330078,2093.830078,2096.860107,2096.860107,427400
2018-12-03,2127.780029,2136.639893,2113.600098,2131.929932,2131.929932,436600
2018-12-04,2125.669922,2128.939941,2105.449951,2114.350098,2114.350098,507500
2018-12-05,2086.570068,2107.689941,2086.570068,2101.310059,2101.310059,492700
2018-12-06,2094.620117,2094.620117,2064.000000,2068.689941,2068.689941,537400
2018-12-07,2081.679932,2086.840088,2065.620117,2075.760010,2075.760010,371600
2018-12-10,2048.449951,2061.780029,2043.209961,2053.790039,2053.790039,344200
2018-12-11,2058.159912,2060.939941,2047.170044,2052.969971,2052.969971,273900
2018-12-12,2062.770020,2084.770020,2061.129883,2082.570068,2082.570068,457100
2018-12-13,2087.429932,2104.429932,2084.370117,2095.550049,2095.550049,379800
2018-12-14,2095.639893,2095.639893,2061.399902,2069.379883,2069.379883,448200
2018-12-17,2071.209961,2075.929932,2065.510010,2071.090088,2071.090088,444500
2018-12-18,2057.389893,2074.310059,2054.260010,2062.110107,2062.110107,429500
2018-12-19,2068.949951,2080.649902,2063.010010,2078.840088,2078.840088,418800
2018-12-20,2063.699951,2071.080078,2047.520020,2060.120117,2060.120117,421100
2018-12-21,2052.699951,2061.510010,2049.760010,2061.489990,2061.489990,311400
2018-12-24,2050.379883,2059.939941,2046.180054,2055.010010,2055.010010,285300
2018-12-26,2028.810059,2037.829956,2014.280029,2028.010010,2028.010010,321500
2018-12-27,2032.089966,2035.569946,2021.390015,2028.439941,2028.439941,398000
2018-12-28,2036.699951,2046.969971,2035.410034,2041.040039,2041.040039,352700
2019-01-02,2050.550049,2053.449951,2004.270020,2010.000000,2010.000000,326400
2019-01-03,2011.810059,2014.719971,1991.650024,1993.699951,1993.699951,428000
2019-01-04,1992.400024,2011.560059,1984.530029,2010.250000,2010.250000,409000
2019-01-07,2034.239990,2048.060059,2030.900024,2037.099976,2037.099976,440200
2019-01-08,2038.680054,2042.699951,2023.589966,2025.270020,2025.270020,397800
2019-01-09,2034.189941,2068.229980,2034.189941,2064.709961,2064.709961,386200
2019-01-10,2065.729980,2072.810059,2057.159912,2063.280029,2063.280029,382900
2019-01-11,2070.360107,2076.989990,2063.989990,2075.570068,2075.570068,380100
2019-01-14,2070.489990,2073.939941,2059.459961,2064.520020,2064.520020,432900
2019-01-15,2069.139893,2098.010010,2067.580078,2097.179932,2097.179932,439500
2019-01-16,2098.649902,2106.350098,2091.919922,2106.100098,2106.100098,500100
2019-01-17,2110.139893,2117.429932,2101.699951,2107.060059,2107.060059,475900
2019-01-18,2116.429932,2124.500000,2113.439941,2124.280029,2124.280029,456700
2019-01-21,2133.870117,2134.169922,2114.449951,2124.610107,2124.610107,398000
2019-01-22,2126.030029,2129.370117,2108.909912,2117.770020,2117.770020,419400
2019-01-23,2108.719971,2131.050049,2106.739990,2127.780029,2127.780029,408600
2019-01-24,2127.879883,2145.080078,2125.479980,2145.030029,2145.030029,413700
2019-01-25,2147.919922,2178.010010,2146.639893,2177.729980,2177.729980,410000
2019-01-28,2184.409912,2188.149902,2169.169922,2177.300049,2177.300049,371600
2019-01-29,2172.830078,2183.360107,2162.530029,2183.360107,2183.360107,552600
2019-01-30,2183.489990,2206.199951,2177.879883,2206.199951,2206.199951,480400
2019-01-31,2222.879883,2222.879883,2201.219971,2204.850098,2204.850098,545200
2019-02-01,2211.929932,2218.780029,2201.409912,2203.459961,2203.459961,479400
2019-02-07,2215.770020,2215.790039,2196.770020,2203.419922,2203.419922,427800
2019-02-08,2192.010010,2192.479980,2171.959961,2177.050049,2177.050049,391000
2019-02-11,2180.540039,2181.580078,2167.360107,2180.729980,2180.729980,406100
2019-02-12,2182.709961,2195.050049,2178.590088,2190.469971,2190.469971,429900
2019-02-13,2200.000000,2203.709961,2194.750000,2201.479980,2201.479980,422000
2019-02-14,2195.919922,2225.850098,2186.090088,2225.850098,2225.850098,573400
2019-02-15,2210.939941,2210.939941,2187.709961,2196.090088,2196.090088,400600
2019-02-18,2207.360107,2217.320068,2203.000000,2210.889893,2210.889893,314400
2019-02-19,2208.959961,2213.870117,2193.340088,2205.629883,2205.629883,389100
2019-02-20,2216.739990,2234.679932,2213.830078,2229.760010,2229.760010,374300
2019-02-21,2224.260010,2234.310059,2213.189941,2228.659912,2228.659912,382500
2019-02-22,2222.320068,2230.500000,2217.080078,2230.500000,2230.500000,409300
2019-02-25,2241.129883,2241.760010,2224.639893,2232.560059,2232.560059,339200
2019-02-26,2230.370117,2235.699951,2221.760010,2226.600098,2226.600098,332000
2019-02-27,2234.459961,2237.770020,2228.159912,2234.790039,2234.790039,301500
2019-02-28,2231.580078,2233.929932,2195.439941,2195.439941,2195.439941,510000
2019-03-04,2210.969971,2216.020020,2188.560059,2190.659912,2190.659912,373200
2019-03-05,2183.350098,2185.739990,2171.330078,2179.229980,2179.229980,313100
2019-03-06,2177.110107,2179.010010,2168.459961,2175.600098,2175.600098,328900
2019-03-07,2173.189941,2181.189941,2155.189941,2165.790039,2165.790039,292600
2019-03-08,2152.800049,2159.669922,2137.439941,2137.439941,2137.439941,313300
2019-03-11,2140.290039,2145.310059,2125.540039,2138.100098,2138.100098,272100
2019-03-12,2154.610107,2161.689941,2150.959961,2157.179932,2157.179932,355300
2019-03-13,2152.659912,2154.110107,2134.159912,2148.409912,2148.409912,285600
2019-03-14,2154.350098,2158.340088,2142.310059,2155.679932,2155.679932,341000
2019-03-15,2152.959961,2181.770020,2152.590088,2176.110107,2176.110107,387100
2019-03-18,2179.689941,2183.899902,2172.340088,2179.489990,2179.489990,258000
2019-03-19,2183.030029,2183.760010,2171.050049,2177.620117,2177.620117,319700
2019-03-20,2171.409912,2177.189941,2152.209961,2177.100098,2177.100098,317600
2019-03-21,2183.110107,2200.320068,2173.699951,2184.879883,2184.879883,342700
2019-03-22,2192.719971,2195.419922,2178.770020,2186.949951,2186.949951,333600
2019-03-25,2158.800049,2159.250000,2143.699951,2144.860107,2144.860107,307100
2019-03-26,2152.979980,2153.899902,2143.629883,2148.800049,2148.800049,301300
2019-03-27,2147.189941,2152.909912,2132.419922,2145.620117,2145.620117,363200
2019-03-28,2131.250000,2136.399902,2120.929932,2128.100098,2128.100098,288000
2019-03-29,2138.449951,2143.300049,2124.070068,2140.669922,2140.669922,364600
2019-04-01,2153.310059,2171.489990,2153.310059,2168.280029,2168.280029,263300
2019-04-02,2177.199951,2181.370117,2171.840088,2177.179932,2177.179932,257500
2019-04-03,2176.810059,2203.290039,2172.830078,2203.270020,2203.270020,358600
2019-04-04,2201.040039,2216.149902,2198.659912,2206.530029,2206.530029,431000
2019-04-05,2206.360107,2214.820068,2205.260010,2209.610107,2209.610107,517200
2019-04-08,2217.659912,2217.870117,2202.489990,2210.600098,2210.600098,347900
2019-04-09,2212.320068,2221.620117,2203.540039,2213.560059,2213.560059,414800
2019-04-10,2206.199951,2225.020020,2203.820068,2224.389893,2224.389893,399700
2019-04-11,2227.689941,2230.409912,2217.179932,2224.439941,2224.439941,402000
2019-04-12,2221.100098,2233.449951,2212.879883,2233.449951,2233.449951,449600
2019-04-15,2242.310059,2251.219971,2240.290039,2242.879883,2242.879883,404200
2019-04-16,2241.060059,2249.889893,2235.719971,2248.629883,2248.629883,569100
2019-04-17,2249.050049,2252.050049,2242.010010,2245.889893,2245.889893,452500
2019-04-18,2248.800049,2250.110107,2210.429932,2213.770020,2213.770020,573300
2019-04-19,2223.419922,2225.370117,2215.580078,2216.149902,2216.149902,0
2019-04-22,2218.500000,2227.939941,2207.250000,2216.649902,2216.649902,494000
2019-04-23,2217.610107,2223.919922,2212.139893,2220.510010,2220.510010,481200
2019-04-24,2229.750000,2229.750000,2190.290039,2201.030029,2201.030029,575100
2019-04-25,2195.469971,2200.889893,2187.439941,2190.500000,2190.500000,441100
2019-04-26,2178.129883,2186.520020,2168.149902,2179.310059,2179.310059,570200
2019-04-29,2183.409912,2216.429932,2181.820068,2216.429932,2216.429932,380800
2019-04-30,2213.429932,2215.770020,2186.330078,2203.590088,2203.590088,381400
2019-05-02,2192.939941,2217.030029,2191.300049,2212.750000,2212.750000,369100
2019-05-03,2209.439941,2211.360107,2192.360107,2196.320068,2196.320068,617900
2019-05-07,2172.389893,2179.510010,2160.439941,2176.989990,2176.989990,484100
2019-05-08,2151.340088,2179.340088,2151.340088,2168.010010,2168.010010,456300
2019-05-09,2159.790039,2164.979980,2102.010010,2102.010010,2102.010010,743500
2019-05-10,2118.419922,2124.919922,2090.389893,2108.040039,2108.040039,714800
2019-05-13,2091.800049,2101.090088,2077.719971,2079.010010,2079.010010,505800
2019-05-14,2060.239990,2093.409912,2056.739990,2081.840088,2081.840088,696200
2019-05-15,2081.919922,2100.010010,2076.459961,2092.780029,2092.780029,577800
2019-05-16,2094.879883,2095.580078,2062.439941,2067.689941,2067.689941,745200
2019-05-17,2081.570068,2082.830078,2053.790039,2055.800049,2055.800049,537400
2019-05-20,2066.530029,2077.100098,2051.689941,2055.709961,2055.709961,640200
2019-05-21,2056.949951,2076.469971,2053.689941,2061.250000,2061.250000,526900
2019-05-22,2068.649902,2070.800049,2048.010010,2064.860107,2064.860107,510000
2019-05-23,2063.250000,2065.860107,2046.819946,2059.590088,2059.590088,509300
2019-05-24,2047.300049,2057.379883,2035.979980,2045.310059,2045.310059,480600
2019-05-27,2044.250000,2055.129883,2035.869995,2044.209961,2044.209961,351600
2019-05-28,2044.770020,2058.419922,2038.520020,2048.830078,2048.830078,494500
2019-05-29,2046.709961,2046.709961,2016.250000,2023.319946,2023.319946,380900
2019-05-30,2024.329956,2040.660034,2023.910034,2038.800049,2038.800049,461900
2019-05-31,2029.030029,2048.899902,2022.969971,2041.739990,2041.739990,439200
2019-06-03,2031.030029,2070.580078,2029.170044,2067.850098,2067.850098,387100
2019-06-04,2066.780029,2072.189941,2060.979980,2066.969971,2066.969971,436000
2019-06-05,2084.159912,2086.489990,2065.709961,2069.110107,2069.110107,380200
2019-06-07,2070.780029,2081.159912,2057.969971,2072.330078,2072.330078,368400
2019-06-10,2087.370117,2099.649902,2075.510010,2099.489990,2099.489990,457600
2019-06-11,2096.090088,2114.570068,2094.600098,2111.810059,2111.810059,550700
2019-06-12,2111.659912,2118.889893,2104.409912,2108.750000,2108.750000,693500
2019-06-13,2104.459961,2108.010010,2081.919922,2103.149902,2103.149902,553400
2019-06-14,2096.320068,2103.020020,2087.469971,2095.409912,2095.409912,473400
2019-06-17,2091.709961,2103.590088,2087.250000,2090.729980,2090.729980,561600
2019-06-18,2089.310059,2103.020020,2089.310059,2098.709961,2098.709961,601000
2019-06-19,2119.540039,2126.739990,2117.639893,2124.780029,2124.780029,863000
2019-06-20,2121.780029,2131.770020,2120.419922,2131.290039,2131.290039,1007200
2019-06-21,2132.379883,2132.679932,2120.149902,2125.620117,2125.620117,692000
2019-06-24,2130.320068,2134.479980,2123.879883,2126.330078,2126.330078,669600
2019-06-25,2125.739990,2136.239990,2115.110107,2121.639893,2121.639893,643000
2019-06-26,2120.199951,2128.250000,2115.719971,2121.850098,2121.850098,736900
2019-06-27,2120.729980,2141.270020,2118.219971,2134.320068,2134.320068,644900
2019-06-28,2135.060059,2139.239990,2123.969971,2130.620117,2130.620117,537300
2019-07-01,2147.239990,2147.239990,2126.870117,2129.739990,2129.739990,399922300
2019-07-02,2122.020020,2122.020020,2122.020020,2122.020020,2122.020020,0
2019-07-03,2120.750000,2127.709961,2093.320068,2096.020020,2096.020020,507027700
2019-07-04,2102.360107,2108.800049,2088.969971,2108.729980,2108.729980,446932000
2019-07-05,2111.000000,2115.429932,2096.229980,2110.590088,2110.590088,445609300
2019-07-08,2091.909912,2092.540039,2063.780029,2064.169922,2064.169922,0
2019-07-09,2070.350098,2075.300049,2052.030029,2052.030029,2052.030029,0
2019-07-10,2061.550049,2068.199951,2056.479980,2058.780029,2058.780029,0
2019-07-11,2070.590088,2088.239990,2070.209961,2080.580078,2080.580078,0
2019-07-12,2083.530029,2090.429932,2077.350098,2086.659912,2086.659912,391800
2019-07-15,2083.389893,2088.340088,2073.100098,2082.479980,2082.479980,0
2019-07-16,2084.459961,2096.669922,2078.739990,2090.389893,2090.389893,0
2019-07-17,2079.909912,2080.010010,2063.489990,2072.500000,2072.500000,0
2019-07-18,2068.659912,2073.199951,2061.330078,2066.550049,2066.550049,0
2019-07-19,2080.209961,2096.729980,2076.510010,2094.360107,2094.360107,383100
2019-07-22,2090.350098,2099.340088,2087.510010,2093.340088,2093.340088,0
2019-07-23,2095.760010,2106.389893,2095.379883,2101.449951,2101.449951,628700
2019-07-24,2097.159912,2105.679932,2080.659912,2082.300049,2082.300049,825850200
2019-07-25,2085.669922,2088.810059,2061.080078,2074.479980,2074.479980,600
2019-07-26,2063.350098,2068.159912,2054.639893,2066.260010,2066.260010,600
2019-07-29,2059.129883,2063.129883,2025.010010,2029.479980,2029.479980,600
2019-07-30,2035.319946,2044.589966,2032.609985,2038.680054,2038.680054,500
2019-07-31,2036.459961,2041.160034,2010.949951,2024.550049,2024.550049,600
2019-08-01,2015.089966,2032.229980,2009.329956,2017.339966,2017.339966,500
2019-08-02,1995.310059,2005.310059,1987.119995,1998.130005,1998.130005,400
2019-08-05,1985.930054,1987.640015,1945.390015,1946.979980,1946.979980,600
2019-08-06,1900.359985,1948.530029,1891.810059,1917.500000,1917.500000,700
2019-08-07,1925.329956,1929.290039,1901.609985,1909.709961,1909.709961,800
2019-08-08,1926.280029,1937.949951,1915.810059,1920.609985,1920.609985,800
2019-08-09,1940.060059,1946.939941,1936.140015,1937.750000,1937.750000,700
2019-08-12,1941.530029,1949.189941,1933.250000,1942.290039,1942.290039,427100
2019-08-13,1928.760010,1937.680054,1923.579956,1925.829956,1925.829956,660000
2019-08-14,1946.180054,1952.219971,1937.229980,1938.369995,1938.369995,699600
2019-08-16,1921.489990,1927.699951,1911.719971,1927.170044,1927.170044,421700
2019-08-19,1936.640015,1943.089966,1931.439941,1939.900024,1939.900024,481000
2019-08-20,1942.989990,1964.160034,1937.530029,1960.250000,1960.250000,463600
2019-08-21,1954.569946,1971.119995,1954.469971,1964.650024,1964.650024,391600
2019-08-22,1966.599976,1967.959961,1951.010010,1951.010010,1951.010010,435600
2019-08-23,1942.420044,1953.849976,1940.599976,1948.300049,1948.300049,381100
2019-08-26,1915.339966,1924.489990,1909.920044,1916.310059,1916.310059,324900
2019-08-27,1928.979980,1937.420044,1919.280029,1924.599976,1924.599976,427000
2019-08-28,1929.959961,1943.619995,1926.430054,1941.089966,1941.089966,284300
2019-08-29,1943.550049,1947.150024,1928.489990,1933.410034,1933.410034,285100
2019-08-30,1951.660034,1971.209961,1951.300049,1967.790039,1967.790039,317700
2019-09-02,1961.189941,1973.250000,1958.589966,1969.189941,1969.189941,262200
2019-09-03,1966.500000,1976.369995,1960.150024,1965.689941,1965.689941,342100
2019-09-04,1962.430054,1988.530029,1962.079956,1988.530029,1988.530029,348700
2019-09-05,1993.619995,2015.390015,1992.510010,2004.750000,2004.750000,488100
2019-09-06,2016.109985,2017.199951,2005.689941,2009.130005,2009.130005,384400
2019-09-09,2013.380005,2029.800049,2013.280029,2019.550049,2019.550049,511800
2019-09-10,2024.790039,2034.280029,2021.579956,2032.079956,2032.079956,504400
2019-09-11,2043.719971,2050.800049,2040.040039,2049.199951,2049.199951,429100
2019-09-16,2056.260010,2062.219971,2044.800049,2062.219971,2062.219971,493500
2019-09-17,2058.719971,2066.330078,2055.169922,2062.330078,2062.330078,508000
2019-09-18,2064.419922,2075.629883,2058.520020,2070.729980,2070.729980,613100
2019-09-19,2070.530029,2089.810059,2070.530029,2080.350098,2080.350098,493000
2019-09-20,2080.860107,2092.370117,2077.300049,2091.520020,2091.520020,589900
2019-09-23,2087.699951,2095.540039,2085.600098,2091.699951,2091.699951,420900
2019-09-24,2090.189941,2101.629883,2085.909912,2101.040039,2101.040039,535800
2019-09-25,2093.469971,2095.270020,2072.409912,2073.389893,2073.389893,651600
2019-09-26,2082.659912,2087.330078,2064.340088,2074.520020,2074.520020,430600
2019-09-27,2066.959961,2066.959961,2044.750000,2049.929932,2049.929932,285900
2019-09-30,2045.770020,2064.989990,2042.010010,2063.050049,2063.050049,327600
2019-10-01,2062.439941,2077.479980,2057.909912,2072.419922,2072.419922,389300
2019-10-02,2058.229980,2058.229980,2031.910034,2031.910034,2031.910034,414500
2019-10-04,2028.400024,2039.430054,2020.689941,2020.689941,2020.689941,402900
2019-10-07,2031.530029,2034.939941,2016.189941,2021.729980,2021.729980,322200
2019-10-08,2029.369995,2046.810059,2024.630005,2046.250000,2046.250000,437500
2019-10-10,2030.130005,2040.880005,2010.900024,2028.150024,2028.150024,445800
2019-10-11,2048.080078,2053.939941,2040.479980,2044.609985,2044.609985,381100
2019-10-14,2068.129883,2075.100098,2065.530029,2067.399902,2067.399902,511200
2019-10-15,2064.780029,2073.209961,2064.340088,2068.169922,2068.169922,464500
2019-10-16,2080.919922,2090.010010,2073.800049,2082.830078,2082.830078,524500
2019-10-17,2081.760010,2087.149902,2072.489990,2077.939941,2077.939941,314200
2019-10-18,2082.229980,2088.540039,2057.889893,2060.689941,2060.689941,516700
2019-10-21,2067.969971,2067.969971,2059.330078,2064.840088,2064.840088,606100
2019-10-22,2076.290039,2093.810059,2073.080078,2088.860107,2088.860107,504100
2019-10-23,2086.810059,2088.250000,2074.879883,2080.620117,2080.620117,429500
2019-10-24,2089.850098,2089.850098,2067.899902,2085.659912,2085.659912,367700
2019-10-25,2091.159912,2091.239990,2079.300049,2087.889893,2087.889893,348700
2019-10-28,2096.669922,2104.389893,2089.760010,2093.600098,2093.600098,269200
2019-10-29,2103.919922,2105.169922,2088.040039,2092.689941,2092.689941,357700
2019-10-30,2093.510010,2093.510010,2075.540039,2080.270020,2080.270020,415600
2019-10-31,2089.219971,2103.709961,2083.479980,2083.479980,2083.479980,461300
2019-11-01,2084.790039,2100.419922,2081.530029,2100.199951,2100.199951,418300
2019-11-04,2111.320068,2130.830078,2111.320068,2130.239990,2130.239990,476300
2019-11-05,2133.659912,2143.120117,2128.699951,2142.639893,2142.639893,400600
2019-11-06,2142.689941,2156.229980,2138.830078,2144.149902,2144.149902,410100
2019-11-07,2141.050049,2147.010010,2135.449951,2144.290039,2144.290039,425700
2019-11-08,2154.179932,2155.939941,2133.750000,2137.229980,2137.229980,574100
2019-11-11,2139.070068,2139.070068,2119.070068,2124.090088,2124.090088,617300
2019-11-12,2131.260010,2140.939941,2121.800049,2140.919922,2140.919922,610400
